#Title: Improved Dark Energy Constraints from ~100 New CfA Supernova Type Ia 2009
#       Light Curves 
#Authors: Hicken M., Wood-Vasey W.M., Blondin S., Challis P., Jha S., 
#         Kelly P.L., Rest A., Kirshner R.P. 
#Table: SALT Light Curve Fit Parameters and Distances.  Constitution Set
#================================================================================
#Byte-by-byte Description of file: apj309429t1_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1-  9 A9     ---     ID     SN Ia identification
#  11- 15 F5.3   ---     zCMB   Redshift in the CMB frame
#  17- 21 F5.3   ---   e_zCMB   Uncertainty in zCMB
#  23- 28 F6.3   mag     Bmag   Apparent B band magnitude
#  30- 34 F5.3   mag   e_Bmag   Uncertainty in Bmag (1)
#  36- 41 F6.3   ---     s      Light curve stretch parameter
#  43- 47 F5.3   ---   e_s      Uncertainty in s 
#  49- 54 F6.3   ---     c      Color parameter
#  56- 60 F5.3   ---   e_c      Uncertainty in c 
#  62- 67 F6.3   mag     mu     Distance modulus (2) 
#  69- 73 F5.3   mag   e_mu     Uncertainty in mu
#--------------------------------------------------------------------------------
#Note (1): The uncertainty is a modified value for the Union set SN Ia, 
#          calculated by subtracting the color and stretch uncertainties from 
#          {sigma}_{mu} of K08 so as to include the sample-dependent systematic 
#          uncertainty of K08.  For the CfA3 sample, 0.138 mag is added in 
#          quadrature to the actual uncertainty of Bmag. 
#Note (2): Calculated with H_o_ = 65 km/s/Mpc, Bmag = -19.46, 
#          {alpha} = 1.34^+0.08^_-0.08_ and {beta} = 2.59^+0.12^_-0.08_.  
#          Uncertainty includes uncertainties of Bmag, s, c, 
#          {sigma}_v-pec_(400 km/s), and {sigma}_z.
#--------------------------------------------------------------------------------
0f308      0.401 0.005 23.070 0.001  0.880 0.140  0.070 0.100 42.205 0.312 
0g005      0.218 0.005 21.320 0.087  1.170 0.060  0.230 0.050 40.400 0.173 
0g050      0.633 0.005 23.180 0.110  0.960 0.070  0.090 0.090 42.362 0.272 
0g052      0.383 0.005 22.330 0.001  0.780 0.030 -0.100 0.080 41.781 0.211 
0g055      0.302 0.005 23.280 0.001  1.230 0.130  0.570 0.110 41.553 0.327 
0g097      0.340 0.005 22.270 0.138  1.000 0.030  0.190 0.040 41.242 0.177 
0g120      0.510 0.005 22.790 0.071  0.960 0.060  0.060 0.080 42.050 0.231 
0g133      0.421 0.005 23.170 0.001  1.150 0.110  0.300 0.060 42.044 0.207 
0g142      0.399 0.005 23.460 0.001  0.750 0.090  0.320 0.110 41.786 0.306 
0g160      0.493 0.005 22.920 0.073  1.060 0.040  0.080 0.070 42.252 0.202 
0g240      0.687 0.005 23.400 0.117  0.920 0.070 -0.100 0.080 43.024 0.253 
0h0283      0.502 0.005 23.450 0.001  0.650 0.100  0.180 0.160 42.014 0.433 
0h300      0.687 0.005 23.520 0.153  1.040 0.050  0.020 0.060 42.982 0.227 
0h319      0.495 0.005 22.900 0.130  1.090 0.080  0.050 0.060 42.347 0.226 
0h323      0.603 0.005 23.480 0.111  0.920 0.050  0.020 0.080 42.794 0.243 
0h342      0.421 0.005 22.440 0.001  1.150 0.110 -0.050 0.090 42.220 0.270 
0h359      0.348 0.005 22.650 0.138  0.950 0.030  0.150 0.040 41.664 0.177 
0h363      0.213 0.005 22.010 0.001  0.880 0.030  0.360 0.070 40.393 0.186 
0h364      0.344 0.005 21.710 0.141  0.900 0.020 -0.080 0.040 41.258 0.177 
0k396      0.271 0.005 21.840 0.057  0.810 0.060  0.150 0.060 40.681 0.182 
0k411      0.564 0.005 22.890 0.180  0.930 0.160 -0.120 0.100 42.579 0.373 
0k425      0.274 0.005 21.940 0.029  0.910 0.040  0.150 0.070 40.904 0.190 
0k430      0.582 0.005 23.810 0.126  0.940 0.060 -0.080 0.080 43.407 0.254 
0k441      0.680 0.005 23.730 0.104  1.130 0.100  0.160 0.060 42.941 0.224 
0k448      0.401 0.005 23.340 0.082  0.970 0.060  0.290 0.070 42.016 0.212 
0k485      0.416 0.005 23.930 0.001  0.920 0.120  0.610 0.110 41.715 0.321 
0m027      0.286 0.005 22.520 0.001  1.100 0.190  0.240 0.100 41.487 0.350 
0m062      0.314 0.005 21.990 0.001  0.830 0.130  0.030 0.080 41.166 0.263 
0m138      0.581 0.005 23.280 0.233  1.200 0.110 -0.340 0.090 43.873 0.357 
0m158      0.463 0.005 23.090 0.111  1.000 0.050  0.190 0.080 42.062 0.243 
0m193      0.341 0.005 21.660 0.128  0.980 0.030 -0.070 0.050 41.281 0.186 
0m226      0.671 0.005 23.640 0.001  1.070 0.150  0.370 0.140 42.233 0.408 
0n256      0.631 0.005 23.410 0.126  1.070 0.080 -0.060 0.050 43.117 0.206 
0n258      0.522 0.005 23.290 0.001  0.910 0.050 -0.080 0.110 42.850 0.292 
0n263      0.368 0.005 22.040 0.138  0.970 0.030 -0.050 0.040 41.597 0.177 
0n278      0.309 0.005 21.870 0.123  0.890 0.040  0.080 0.050 40.991 0.185 
0n285      0.528 0.005 23.270 0.001  1.140 0.220  0.110 0.100 42.623 0.376 
0n326      0.268 0.005 22.110 0.114  0.660 0.020  0.090 0.050 40.920 0.175 
0p454      0.695 0.005 23.930 0.001  0.710 0.160 -0.020 0.150 43.087 0.436 
0p455      0.284 0.005 21.660 0.114  0.850 0.020 -0.010 0.050 40.965 0.175 
0p524      0.508 0.005 22.910 0.152  1.020 0.030  0.040 0.040 42.296 0.188 
0p528      0.781 0.010 24.120 0.001  0.960 0.160  0.000 0.160 43.535 0.459 
0p534      0.613 0.005 23.400 0.001  0.630 0.320 -0.080 0.180 42.613 0.612 
0sn01G     0.017 0.001 14.857 0.140  0.892 0.009 -0.037 0.017 34.285 0.218 
0sn01ah    0.058 0.001 17.582 0.139  1.098 0.023  0.029 0.011 37.092 0.153 
0sn01az    0.041 0.001 16.983 0.140  0.934 0.055  0.004 0.015 36.355 0.175 
0sn01bf    0.015 0.001 14.730 0.138  1.031 0.006  0.067 0.004 34.059 0.229 
0sn01cp    0.022 0.001 15.425 0.139  1.141 0.000 -0.148 0.012 35.447 0.190 
0sn01da    0.016 0.001 15.346 0.138  0.908 0.001  0.098 0.011 34.443 0.224 
0sn01eh    0.036 0.001 16.568 0.138  1.188 0.010  0.033 0.005 36.180 0.160 
0sn02bf    0.025 0.001 16.584 0.138  0.731 0.005  0.272 0.008 35.010 0.180 
0sn02ck    0.030 0.001 16.305 0.140  0.974 0.006  0.029 0.007 35.661 0.170 
0sn02de    0.028 0.001 16.651 0.138  1.015 0.023  0.177 0.007 35.675 0.174 
0sn02do    0.015 0.001 15.576 0.139  0.615 0.006  0.096 0.007 34.315 0.230 
0sn02G     0.035 0.001 17.520 0.144  0.801 0.032  0.255 0.022 36.077 0.180 
0sn02hd    0.036 0.001 16.586 0.142  0.860 0.019  0.047 0.011 35.757 0.167 
0sn02he    0.025 0.001 16.230 0.139  0.778 0.008  0.042 0.007 35.311 0.181 
0sn02hu    0.038 0.001 16.607 0.138  1.009 0.007 -0.026 0.004 36.150 0.158 
0sn02hw    0.016 0.001 16.626 0.139  0.748 0.009  0.459 0.008 34.590 0.221 
0sn02jy    0.020 0.001 15.743 0.138  1.080 0.009  0.053 0.005 35.169 0.197 
0sn02kf    0.019 0.001 15.659 0.138  0.868 0.005  0.019 0.005 34.912 0.200 
0sn03U     0.028 0.001 16.481 0.138  0.762 0.008  0.072 0.007 35.463 0.173 
0sn03W     0.021 0.001 15.865 0.138  0.932 0.001  0.189 0.004 34.757 0.192 
0sn03ch    0.030 0.001 16.656 0.138  0.807 0.010  0.022 0.006 35.826 0.169 
0sn03cq    0.034 0.001 17.208 0.140  0.898 0.011  0.202 0.016 36.024 0.169 
0sn03fa    0.039 0.001 16.643 0.138  1.067 0.006 -0.008 0.004 36.212 0.157 
0sn03ic    0.054 0.001 17.640 0.139  0.738 0.023  0.036 0.015 36.685 0.157 
0sn03it    0.024 0.001 16.351 0.139  0.817 0.013  0.089 0.012 35.358 0.185 
0sn03iv    0.034 0.001 16.951 0.138  0.715 0.016 -0.016 0.009 36.104 0.165 
0sn04as    0.032 0.001 16.977 0.138  0.970 0.011  0.148 0.008 36.021 0.166 
0sn04bg    0.022 0.001 15.618 0.141  1.038 0.011  0.015 0.012 35.091 0.193 
0sn04L     0.033 0.001 17.307 0.142  0.890 0.018  0.216 0.016 36.074 0.172 
0sn05eq    0.028 0.001 16.268 0.138  1.119 0.005  0.059 0.004 35.726 0.171 
0sn05eu    0.034 0.001 16.281 0.138  1.008 0.018 -0.129 0.004 36.088 0.163 
0sn05hc    0.045 0.001 17.373 0.138  0.977 0.007  0.068 0.005 36.634 0.153 
0sn05hj    0.057 0.001 17.654 0.143  1.156 0.043  0.028 0.010 37.240 0.162 
0sn05iq    0.033 0.001 16.775 0.138  0.833 0.009 -0.051 0.008 36.166 0.165 
0sn05ir    0.075 0.001 18.411 0.139  1.281 0.065  0.044 0.018 38.109 0.172 
0sn05ki    0.021 0.001 15.566 0.138  0.794 0.004 -0.034 0.006 34.864 0.194 
0sn05ls    0.021 0.001 16.213 0.138  1.076 0.009  0.357 0.005 34.846 0.195 
0sn05lz    0.040 0.001 17.596 0.138  0.807 0.009  0.150 0.006 36.432 0.157 
0sn05mc    0.026 0.001 17.184 0.138  0.622 0.006  0.256 0.005 35.518 0.176 
0sn05ms    0.026 0.001 16.185 0.138  0.994 0.005  0.059 0.003 35.489 0.176 
0sn05mz    0.017 0.001 16.368 0.138  0.574 0.002  0.262 0.005 34.628 0.215 
0sn05na    0.027 0.001 16.059 0.138  0.920 0.001  0.003 0.005 35.417 0.174 
0sn06ac    0.024 0.001 16.147 0.138  0.869 0.005  0.092 0.004 35.210 0.183 
0s0n06al    0.069 0.001 18.379 0.138  0.775 0.003 -0.049 0.012 37.691 0.148 
0s0n06an    0.065 0.001 18.115 0.141  0.970 0.021  0.055 0.011 37.400 0.152 
0s0n06ar    0.023 0.001 16.442 0.138  0.835 0.009  0.153 0.006 35.305 0.186 
0s0n06ax    0.018 0.001 15.054 0.138  0.969 0.003 -0.017 0.003 34.524 0.208 
0s0n06az    0.032 0.001 16.441 0.138  0.818 0.003 -0.049 0.003 35.806 0.165 
0sn06bq    0.021 0.001 16.273 0.138  0.773 0.011  0.156 0.001 35.053 0.191 
0sn06bt    0.033 0.001 16.915 0.138  0.990 0.007  0.149 0.004 35.981 0.164 
0sn06bu    0.084 0.001 18.086 0.160  1.400 0.044 -0.037 0.031 38.143 0.190 
0sn06bz    0.028 0.001 18.244 0.138  0.496 0.005  0.559 0.009 35.638 0.174 
0sn06cc    0.033 0.001 17.766 0.138  0.946 0.005  0.369 0.004 36.209 0.163 
0sn06cf    0.042 0.001 17.082 0.138  0.887 0.001 -0.011 0.007 36.436 0.155 
0sn06cj    0.068 0.001 18.145 0.138  1.105 0.053 -0.017 0.010 37.784 0.161 
0sn06cp    0.023 0.001 15.977 0.138  0.941 0.005  0.151 0.005 34.977 0.184 
0sn06cq    0.049 0.001 17.541 0.138  0.990 0.043  0.033 0.009 36.907 0.161 
0sn06ej    0.019 0.001 15.706 0.138  0.819 0.006 -0.006 0.007 34.962 0.202 
0sn06en    0.031 0.001 16.791 0.138  0.911 0.013  0.074 0.000 35.953 0.167 
0sn06et    0.021 0.001 15.937 0.139  1.106 0.014  0.156 0.010 35.128 0.193 
0sn06gj    0.028 0.001 17.600 0.139  0.680 0.011  0.316 0.011 35.849 0.175 
0sn06gr    0.034 0.001 16.933 0.138  0.991 0.005  0.140 0.004 36.023 0.162 
0sn06kf    0.021 0.001 15.767 0.138  0.687 0.006 -0.061 0.007 35.001 0.194 
0sn06le    0.017 0.001 14.757 0.138  1.021 0.003 -0.039 0.003 34.348 0.212 
0sn06mo    0.036 0.001 17.357 0.138  0.696 0.000  0.053 0.008 36.306 0.160 
0sn06nz    0.037 0.001 18.032 0.139  0.596 0.001  0.281 0.013 36.267 0.162 
0sn06oa    0.059 0.001 17.819 0.138  0.924 0.013  0.064 0.007 37.025 0.148 
0sn06ob    0.058 0.001 18.185 0.138  0.699 0.011  0.050 0.007 37.146 0.149 
0sn06on    0.069 0.001 18.398 0.141  1.056 0.014  0.132 0.027 37.591 0.163 
0sn06os    0.032 0.001 17.636 0.139  0.892 0.018  0.433 0.013 35.844 0.169 
0sn06qo    0.030 0.001 16.790 0.138  0.984 0.005  0.188 0.006 35.746 0.168 
0sn06S     0.033 0.001 16.831 0.138  1.035 0.020  0.117 0.001 36.036 0.165 
0sn06sr    0.023 0.001 16.118 0.138  0.835 0.009  0.041 0.006 35.272 0.185 
0sn06td    0.015 0.001 15.718 0.138  0.776 0.006  0.142 0.005 34.535 0.231 
0sn06te    0.032 0.001 16.502 0.138  0.916 0.004 -0.052 0.009 35.996 0.166 
0sn07ae    0.064 0.001 17.657 0.147  1.105 0.023  0.007 0.018 37.233 0.162 
0sn07ai    0.032 0.001 16.856 0.139  1.099 0.001  0.168 0.011 36.008 0.167 
0sn07au    0.020 0.001 16.474 0.138  0.630 0.003  0.217 0.005 34.916 0.197 
0sn07bc    0.022 0.001 15.870 0.138  0.814 0.007  0.039 0.008 35.003 0.190 
0sn07bd    0.032 0.001 16.520 0.138  0.791 0.003 -0.004 0.004 35.736 0.164 
0sn07ca    0.015 0.001 15.907 0.138  0.986 0.005  0.258 0.005 34.687 0.229 
0sn07ci    0.019 0.001 15.886 0.138  0.693 0.003  0.121 0.005 34.656 0.202 
0sn07co    0.027 0.001 16.521 0.138  0.920 0.003  0.182 0.003 35.415 0.174 
0sn07cq    0.025 0.001 15.786 0.138  0.883 0.009  0.006 0.005 35.090 0.180 
0sn07F     0.024 0.001 15.864 0.138  1.014 0.003 -0.009 0.004 35.370 0.181 
0sn07O     0.036 0.001 16.676 0.138  0.914 0.001 -0.052 0.008 36.170 0.162 
0sn07qe    0.023 0.001 16.026 0.138  1.002 0.003  0.084 0.003 35.275 0.180 
0sn07R     0.031 0.001 16.559 0.141  0.820 0.009 -0.111 0.015 36.087 0.175 
0sn08L     0.019 0.001 15.071 0.138  0.775 0.009 -0.077 0.004 34.457 0.204 
0sn08bf    0.026 0.001 15.716 0.138  1.038 0.006  0.019 0.005 35.177 0.178 
